,일자,식사명,식사내용
18302,20131010,점심식사2,"깍두기(손칼),야채샐러드,야채스프,옥수수샐러드(마),치즈함박스테이크&데미,피클"
18303,20131011,아침식사,"누룽지,닭살단호박조림,들깨무채국,배추김치,쌀밥,애느타리볶음,우유,해초샐러드"
18304,20131011,아침식사2,"식빵&모닝빵,야채샐러드,저지방우유,크림스프(경양식)"
18305,20131011,점심식사,"돈육생강구이,미역국,배추김치,상추깻잎쌈,실곤약초장무침,쌀밥,월동초겉절이"
18306,20131011,저녁식사,"마늘쫑지무침,배추김치,삼치무조림,쌀밥,콩나물국,햄계란부침"
18307,20131011,점심식사2,"단무지,돈까스,맛감자튀김,배추김치,야채샐러드,크림스프(경양식)"
18308,20131012,아침식사,"감자채카레볶음,누룽지,배추김치,소방어무조림,쌀밥,우유,월동초겉절이,탕국"
18309,20131012,아침식사2,"식빵&모닝빵,야채샐러드,옥수수스프(경양식),화인쿨"
18310,20131012,점심식사,"김치국,깍두기(손칼),닭조림(토막),비름나물,생김구이&양념장,쌀밥,탕수어묵"
18311,20131012,저녁식사,"단무지,매운장칼국수,배추겉절이,쌀밥,옥수수건새우튀김,풋고추된장무침"
18312,20131012,점심식사2,"깍두기(손칼),돈까스,모듬볼튀김(오미새),야채샐러드,옥수수스프(경양식),피클"
18313,20131013,아침식사,"누룽지,돈육야채볶음,멸치볶음,물만두국,배추김치,쌀밥,오복채무침,우유"
18314,20131013,아침식사2,"검은콩우유,그린스프(경양식),식빵&모닝빵,야채샐러드"
18315,20131013,점심식사,"깐마늘고추장무침,두부찌개,미역국,배추김치,쇠고기청경채볶음,쌀밥,진미양배추무침"
18316,20131013,저녁식사,"모듬묵무침,무말랭이무침,배추김치,쌀밥,쭈꾸미볶음,콩가루배추국"
18317,20131013,점심식사2,"그린스프(경양식),단무지,모듬커틀렛(치,새),배추김치,야채샐러드,참치샐러드"
18318,20131014,아침식사,"계란파국,김치볶음,깻잎양념절임,누룽지,보리멸구이,쌀밥,온두부&볶음김치,우유"
18319,20131014,아침식사2,"딸기&쵸코우유,식빵&모닝빵,야채샐러드,크림스프(경양식)"
18320,20131014,점심식사,"류산슬덮밥,모듬튀김,배추김치,유부된장국,피클,해물우동볶음"
18321,20131014,저녁식사,"단호박전,동태무조림,배추김치,쌀밥,참치해장국,콩나물무침"
18322,20131014,점심식사2,"단무지,돈까스,배추김치,스마일감자튀김,쌀밥(반공기),야채샐러드,크림스프(경양식)"
18323,20131015,아침식사,"누룽지,단배추된장국,배추김치,쇠고기떡볶음,쌀밥,오이생채,우유,호박나물"
18324,20131015,아침식사2,"딸기&쵸코우유,식빵&모닝빵,야채샐러드,옥수수스프(경양식)"
18325,20131015,점심식사,"김치국,깍두기(손칼),부추겉절이,쌀밥,오삼불고기,잡채(어묵),카레감자조림"
18326,20131015,저녁식사,"닭살파프리카볶음,물파래무무침,배추김치,쌀밥,어묵간장조림,우렁살된장국"
18327,20131015,점심식사2,"고구마샐러드,깍두기(손칼),쌀밥(반공기),야채샐러드,옥수수스프(경양식),피클,함박스테이크"
18328,20131016,아침식사,"가자미무조림,누룽지,도라지부추무침,된장찌개,배추김치,시금치나물,쌀밥,우유"
18329,20131016,아침식사2,"식빵&모닝빵,야채샐러드,양송이스프(경양식),피크닉"
18330,20131016,점심식사,"깍두기(손칼),단호박튀김,닭조림(토막),돌나물무생채,배추된장국,뿌리채소버섯밥,식혜"
18331,20131016,저녁식사,"깍두기(손칼),꽁치구이,두부찌개,마늘쫑지무침,쇠고기무국,쌀밥"
18332,20131016,점심식사2,"단무지,단호박튀김,배추김치,비엔나케찹볶음,쌀밥(반공기),우동"
18333,20131017,아침식사,"누룽지,닭불고기떡조림,미역국,배추김치,쌀밥,열무된장무침,우유,치커리무생채"
18334,20131017,아침식사2,"당근스프(경양식),두유,식빵&모닝빵,야채샐러드"
18335,20131017,점심식사,"고추지양념무침,곰탕,부추겉절이,석박지,쌀밥,아기볼조랭이떡조림"
18336,20131017,저녁식사,"감자고추장찌개,돈육야채볶음,배추김치,쌀밥,우엉콩조림(흰콩),월동초겉절이"
18337,20131017,점심식사2,"감자으깸샐러드,깍두기(손칼),당근스프(경양식),돈까스,쌀밥(반공기),야채샐러드,피클"
18338,20131018,아침식사,"감자조림,누룽지,무채국,배추김치,쇠고기야채볶음,쌀밥,우유,청경채겉절이"
18339,20131018,아침식사2,"브로컬리스프,식빵&모닝빵,야채샐러드,저지방우유"
18340,20131018,점심식사,"낙지볶음,배추김치,시금치된장국,쌀밥,연두부양념장,콩나물무침,탕수만두"
18341,20131018,저녁식사,"깍두기(손칼),꽁치김치조림,비름아몬드된장무침,소세지파세리전,쌀밥,팽이맑은국"
18342,20131018,점심식사2,"단무지,마카로니샐러드,배추김치,브로컬리스프,쌀밥(반공기),야채샐러드,치즈함박스테이크&데미"
18343,20131019,아침식사,"갈비산적간장조림,깍두기(손칼),깐마늘,마늘쫑지무침,누룽지,멸치아몬드볶음,쇠고기영양탕,쌀밥,우유"
18344,20131019,아침식사2,"식빵&모닝빵,야채샐러드,옥수수스프(경양식),화인쿨"
18345,20131019,점심식사,"감자채카레볶음,돈육야채볶음,돌나물겉절이,배추김치,북어무국,쌀밥,해파리냉채"
18346,20131019,저녁식사,"가지나물,닭살파프리카볶음,무순된장국,배추김치,쌀밥,월동초겉절이"
18347,20131019,점심식사2,"깍두기(손칼),돈까스,실곤약샐러드,쌀밥(반공기),야채샐러드,옥수수스프(경양식),피클"
18348,20131020,아침식사,"계란찜,누룽지,배추김치,순두부찌개,쌀밥,우유,이면수무조림,참나물겉절이"
18349,20131020,아침식사2,"검은콩우유,그린스프(경양식),식빵&모닝빵,야채샐러드"
18350,20131020,점심식사,"깍두기(손칼),동그랑땡계란전,들깨미역국,부추겉절이,시래기된장지짐,쌀밥,아구찜"
18351,20131020,저녁식사,"마파두부,배추김치,쌀밥,아기볼조랭이떡조림,알탕,오이소박이"
18352,20131020,점심식사2,"그린스프(경양식),단무지,배추김치,쌀밥(반공기),야채샐러드,치즈함박스테이크&데미,훈제오리샐러드"
18353,20131021,아침식사,"깍두기(손칼),누룽지,멸치볶음,새송이피망볶음,쌀밥,우유,월동초겉절이,전주식콩나물국"
18354,20131021,아침식사2,"스크램블에그(경양식),식빵&모닝빵,야채샐러드,크림스프(경양식),화인쿨"
18355,20131021,점심식사,"계란후라이,김치볶음밥,깍두기(손칼),깐풍기,미소된장국,야채샐러드,오이치커리무침"
18356,20131021,저녁식사,"모듬장조림,무생채(잔파),배추김치,쌀밥,어묵간장조림,호박새우젓국"
18357,20131021,점심식사2,"단무지,멕시칸샐러드,모듬커틀렛(치,새),배추김치,쌀밥(반공기),야채샐러드,크림스프"
18358,20131022,아침식사,"누룽지,두부구이.양념장,미역줄기볶음,배추김치,북어무국,비엔나메추리알케찹조림,쌀밥,우유"
18359,20131022,아침식사2,"식빵&모닝빵,야채샐러드,옥수수스프(경양식),줄무늬감자튀김,피크닉"
18360,20131022,점심식사,"동그랑땡계란전,백김치,열무된장국,참치비빔밥"
18361,20131022,저녁식사,"단배추된장국,배추김치,보리멸조림,시금치나물,실곤약초장무침,쌀밥"
18362,20131022,점심식사2,"감자튀김(맛),깍두기(손칼),돈까스,쌀밥(반공기),야채샐러드,옥수수스프,피클"
18363,20131023,아침식사,"감자채카레볶음,계란파국,꽁치무조림,누룽지,배추김치,쌀밥,우유,청경채겉절이"
18364,20131023,아침식사2,"단호박스프,두유,식빵&모닝빵,야채샐러드"
18365,20131023,점심식사,"김가루조미밥,꼬지어묵우동,꽁치구이,멸치꽈리조림,배추김치,오징어무무침,참나물겉절이"
18366,20131023,저녁식사,"닭살순대고추장볶음,배추김치,쌀밥,양배추,다시마쌈,잔파생채,팽이맑은국"
18367,20131023,점심식사2,"단무지,단호박스프,돈까스,배추김치,쌀밥(반공기),야채샐러드,푸실리샐러드"
18368,20131024,아침식사,"건파래볶음,누룽지,돈육숙주볶음,배추김치,쌀밥,오이양파무침,우유,호박된장국"
18369,20131024,아침식사2,"당근스프(경양식),딸기&쵸코우유,식빵&모닝빵,핫케익"
18370,20131024,점심식사,"가지나물,닭콩나물찜,두부표고전,미역국,배추김치,쌀밥,월동초겉절이"
18371,20131024,저녁식사,"가자미구이,들깨무채국,시골식돈육김치찌개,쌀밥,쑥갓양파겉절이,열무김치"
18372,20131024,점심식사2,"단무지,당근스프,배추김치,쌀밥(반공기),야채샐러드,치즈함박스테이크&데미,케이준치킨샐러드"
18373,20131025,아침식사,"누룽지,무생채(미나리),바지락국,배추김치,소방어무조림,쌀밥,알감자간장조림,우유"
18374,20131025,아침식사2,"그린스프(경양식),식빵&딸기잼,야채샐러드,저지방우유,콘후레이크"
18375,20131025,점심식사,"계란찜,석박지,쌀밥,야채고로케,육개장,풋고추,쌈장"
18376,20131025,저녁식사,"단무지.옥파,배추김치,쌀밥,유부된장국,자장면,탕수만두"
18377,20131025,점심식사2,"감자튀김(반달),그린스프,깍두기(손칼),돈까스,쌀밥(반공기),야채샐러드,피클"
18378,20131026,아침식사,"김가루잔파무침,누룽지,된장찌개,배추김치,삼치구이&데리야끼소스,쌀밥,우유,치커리무생채"
18379,20131026,아침식사2,"식빵&모닝빵,야채샐러드,양송이스프(경양식),피크닉"
18380,20131026,점심식사,"깍두기(손칼),단배추겉절이,새송이청경채볶음,쌀밥,안동찜닭,열무된장국,콩나물무침"
18381,20131026,저녁식사,"동태내장탕,무말랭이무침,미트볼케찹조림,배추김치,쌀밥,애호박볶음"
18382,20131026,점심식사2,"단무지,배추김치,쌀밥(반공기),야채샐러드,양송이스프(경양식),옥수수샐러드(마),함박스테이크"
18383,20131027,아침식사,"감자조림,누룽지,닭개장,브로컬리(양식),석박지,쌀밥,우유,월동초겉절이"
18384,20131027,아침식사2,"식빵&모닝빵,야채샐러드,야채스프,화인쿨"
18385,20131027,점심식사,"떡볶이,배추김치,쇠고기가지볶음,쌀밥,참나물겉절이,청양풍잡채,콩가루배추국"
18386,20131027,저녁식사,"단무지잔파무침,두부달걀전,배추김치,쌀밥,짬뽕국,후랑크새송이조림"
18387,20131027,점심식사2,"깍두기(손칼),마카로니피클샐러드,모듬커틀렛(새,휘),쌀밥(반공기),야채샐러드,야채스프,피클"
18388,20131028,아침식사,"계란부추볶음,곤약멸치조림,누룽지,돈육가지볶음,배추김치,북어해장국,쌀밥,우유"
18389,20131028,아침식사2,"식빵&모닝빵,야채샐러드,화인쿨"
18390,20131028,점심식사,"돌나물레몬생채,배추김치,쌀밥,알감자간장조림,오징어야채볶음,콩나물국,탕수육"
18391,20131028,저녁식사,"두부무조림,마늘쫑지무침,배추김치,쇠고기야채볶음,시금치된장국,쌀밥"
18392,20131028,점심식사2,"단무지,단호박과일샐러드,돈까스,배추김치,쌀밥,야채샐러드,크림스프"
18393,20131029,아침식사,"고추참치야채볶음,누룽지,배추김치,쌀밥,우유,조기구이,즉석김구이,콩가루배추국"
18394,20131029,아침식사2,"식빵&모닝빵,야채샐러드,저지방우유,코코볼"
18395,20131029,점심식사,"돈육수제비볶음,배추김치,소세지파세리전,쌀밥,오이양파무침,월동초나물,팽이맑은국"
18396,20131029,저녁식사,"닭살파프리카볶음,배추김치,새알미역국,숙주삼색나물,쌀밥,청경채겉절이"
18397,20131029,점심식사2,"단무지,배추김치,쌀밥,야채고로케,야채샐러드,옥수수스프,함박스테이크"
18398,20131030,아침식사,"깍두기(손칼),노란호박전,누룽지,다시마채무침,쇠고기무국,쌀밥,우유,쭈꾸미오징어볶음"
18399,20131030,아침식사2,"딸기&쵸코우유,식빵&모닝빵,야채샐러드"
18400,20131030,점심식사,"도라지부추무침,두부구이.양념장,석박지,설렁탕,쌀밥,어묵간장조림"
18401,20131030,저녁식사,"갈치구이,무생채(미나리),배추김치,시래기된장지짐,쌀밥,호박새우젓국"
18402,20131030,점심식사2,"단무지,닭가슴살샐러드,배추김치,쌀밥,양송이스프(경양식),옥수수샐러드,치즈함박스테이크&데미"
18403,20131031,아침식사,"누룽지,돈채피망볶음,돌나물겉절이,멸치아몬드볶음,배추김치,쌀밥,우렁살된장국,우유"
18404,20131031,아침식사2,"두유,스크램블에그(경양식),식빵&모닝빵,야채샐러드"
18405,20131031,점심식사,"건새우무채국,배추김치,쇠고기피망볶음,순대야채복음,쌀밥,참나물겉절이,콩나물무침"
18406,20131031,저녁식사,"깍두기(손칼),동태무조림,떡국,쌀밥,오이소박이,햄야채볶음"
18407,20131031,점심식사2,"건새우무채국,고구마맛탕,모듬볼튀김(오미새),배추김치,오므라이스,피클"
18408,20131101,아침식사,"감자양파국,누룽지,물파래무무침,배추김치,버섯고추장볶음,쌀밥,오징어볼탕수,우유"
18409,20131101,아침식사2,"식빵&모닝빵,야채샐러드,피크닉"
18410,20131101,점심식사,"깍두기(손칼),쌀밥,어묵무국,온두부&볶음김치,이면수/데리야끼소스,참치김치볶음,치커리사과생채"
18411,20131101,저녁식사,"계란찜,매운장칼국수,배추겉절이,쌀밥,오이고추된장무침,찐만두"
18412,20131101,점심식사2,"단무지,배추김치,브로컬리스프,비엔나파스타볶음,쌀밥,야채샐러드,치즈함박스테이크&데미"
18413,20131102,아침식사,"갈치무조림,김치국,깍두기(손칼),누룽지,모듬묵무침,쌀밥,우유,진미간장볶음"
18414,20131102,아침식사2,"식빵&모닝빵,야채샐러드,햄구이(경양식),화인쿨"
18415,20131102,점심식사,"깻잎양념절임,꽃게매운탕,닭살연근조림,배추김치,비빔만두,숙주삼색나물,쌀밥"
18416,20131102,저녁식사,"김치고로케,단무지,미소된장국,배추김치,야채샐러드,카레라이스"
18417,20131102,점심식사2,"깍두기(손칼),돈까스,메추리알꽃맛살샐러드,쌀밥,야채샐러드,옥수수스프,피클"
18418,20131103,아침식사,"누룽지,돈육간장불고기,들깨무채국,배추김치,생김구이&양념장,쌀밥,우유,콩나물겨자채무침"
18419,20131103,아침식사2,"두유,식빵&모닝빵,야채샐러드"
18420,20131103,점심식사,"건미역무침,도라지생채,배추김치,쌀밥,오삼불고기,청양풍잡채,호박된장국"
18421,20131103,저녁식사,"깍두기(손칼),두부조림,비름나물,소방어소금구이,쌀밥,양배추쌈"
18422,20131103,점심식사2,"감자버터구이,그린스프(경양식),단무지,배추김치,쌀밥,야채샐러드,조랭이함박"
18423,20131104,아침식사,"고등어구이,누룽지,된장찌개,미역줄기볶음,배추김치,쌀밥,애느타리볶음,우유"
18424,20131104,아침식사2,"스크램블에그(경양식),식빵&모닝빵,야채샐러드,야채스프,피크닉"
18425,20131104,점심식사,"감자소세지볶음,대추차,석박지,쌀밥,추어탕,풋고추된장무침"
18426,20131104,저녁식사,"깍두기(손칼),날치알김치덮밥,단무지,야채튀김(쑥갓),유부된장국"
18427,20131104,점심식사2,"감자튀김(반달),단무지,배추김치,쌀밥(반공기),야채샐러드,야채스프,치즈돈까스"
18428,20131105,아침식사,"가자미찜,누룽지,들깨미역국,떡갈비바베큐조림,배추김치,쌀밥,우유,치커리비타민겉절이"
18429,20131105,아침식사2,"딸기&쵸코우유,식빵&모닝빵,야채샐러드,크림스프"
18430,20131105,점심식사,"깐마늘,마늘쫑지무침,닭단호박조림,배추김치,쌀밥,참나물무침,콩나물국,해물우동볶음"
18431,20131105,저녁식사,"배추김치,비름초무침,쌀밥,어묵양파볶음,월동초된장국,쭈꾸미볶음"
18432,20131105,점심식사2,"단무지,더운야채,돈까스,배추김치,쌀밥(반공기),야채샐러드,크림스프"
18433,20131106,아침식사,"누룽지,무생채(미나리),배추김치,쇠고기곤약조림,스크램블에그(경양식),쌀밥,열무된장국,우유"
18434,20131106,아침식사2,"식빵&모닝빵,아몬드후레이크,야채샐러드,옥수수스프(경양식),저지방우유"
18435,20131106,점심식사,"깍두기(손칼),꽁치구이,돈육김치찌개,멸치유자청볶음,비엔나케찹볶음,쌀밥,오이양파무침"
18436,20131106,저녁식사,"배추김치,부추겉절이,쌀밥,오징어조림,콩가루배추국,탕수만두"
18437,20131106,점심식사2,"깍두기(손칼),미트소스스파게티,바나나샐러드,식빵&딸기잼,야채샐러드,옥수수스프,피클"
18438,20131107,아침식사,"감자베이컨볶음,누룽지,배추김치,삼치구이&데리야끼소스,시금치겉절이,쌀밥,우유,재첩국"
18439,20131107,아침식사2,"당근스프,식빵&모닝빵,야채샐러드,햄구이,화인쿨"
18440,20131107,점심식사,"도토리묵무침,돈육야채볶음,미역국,배추김치,쌀밥,쑥갓양파겉절이2,어묵맛살조림"
18441,20131107,저녁식사,"마늘쫑볶음,배추겉절이,생선까스&타르,손수제비,쌀밥,풋고추된장무침"
18442,20131107,점심식사2,"단무지,당근스프,배추김치,쌀밥(반공기),야채샐러드,참치감자샐러드,치즈함박스테이크&데미"
18443,20131108,아침식사,"근대국,누룽지,닭간장조림,돌나물겉절이,배추김치,쌀밥,오복채무침,우유"
18444,20131108,아침식사2,"두유,브로컬리스프,식빵&모닝빵,야채샐러드"
18445,20131108,점심식사,"계란후라이,배추김치,북어무국,산채비빔밥"
18446,20131108,저녁식사,"가자미무조림,김치국,깍두기(손칼),동그랑땡계란전,쌀밥,하루나겉절이"
18447,20131108,점심식사2,"김가루잔파무침,단무지,만두강정,배추김치,쌀밥(반공기),잔치국수"
18448,20131109,아침식사,"건새우호박국,누룽지,동태무조림,미트볼케찹조림,배추김치,쌀밥,우유,청경채겉절이"
18449,20131109,아침식사2,"검은콩우유,그린스프,식빵&모닝빵,야채샐러드"
18450,20131109,점심식사,"갈비산적간장조림,돈육샐러리볶음,배추김치,상추겉절이,쌀밥,잔파생채,콩나물국"
18451,20131109,저녁식사,"가지깐풍,단배추된장국,무생채(잔파),배추김치,쇠고기굴소스볶음,쌀밥"
18452,20131109,점심식사2,"그린스프,단무지,돈까스,배추김치,쌀밥(반공기),야채샐러드,줄무늬감자튀김"
18453,20131110,아침식사,"김치볶음,누룽지,두부구이.양념장,쇠고기미역국,쌀밥,아기볼조랭이떡조림,애기새송이볶음,우유"
18454,20131110,아침식사2,"식빵&모닝빵,야채샐러드,햄구이,화인쿨"
18455,20131110,점심식사,"닭볶음탕,미더덕된장국,배추김치,부추전,쌀밥,월동초나물,쫄면야채무침"
18456,20131110,저녁식사,"계란탕,김가루잔파무침,배추김치,참치비빔밥"
18457,20131110,점심식사2,"마카로니샐러드,배추김치,쌀밥(반공기),야채샐러드,크림스프,피클,함박스테이크"
18458,20131111,아침식사,"누룽지,배추김치,비름아몬드된장무침,쇠고기메추리알장조림,쌀밥,오징어무국,우유,진미고추장무침"
18459,20131111,아침식사2,"식빵&모닝빵,야채샐러드,크림스프,피크닉,핫케익"
18460,20131111,점심식사,"계란탕,군만두(양념장),단무지.옥파,떡볶이,배추김치,쌀밥,자장면"
18461,20131111,저녁식사,"다시마채무침,닭살파프리카볶음,들깨무채국,배추김치,쌀밥,알감자간장조림"
18462,20131111,점심식사2,"깍두기(손칼),식빵&딸기잼,쌀밥(반공기),야채샐러드,치즈돈까스,크림스프,피클"
18463,20131112,아침식사,"김치볶음,누룽지,돌나물겉절이,쌀밥,아욱국,열기찜,우유,탕평채"
18464,20131112,아침식사2,"두유,스크램블에그(경양식),식빵&모닝빵,야채샐러드,옥수수스프"
18465,20131112,점심식사,"멸치볶음,배추김치,상추깻잎쌈,수정과,쌀밥,오리버섯불고기,옥수수샐러드(올),콩나물국"
18466,20131112,저녁식사,"건새우마늘쫑볶음,돈육가지볶음,배추김치,쌀밥,오복채무침,팽이맑은국"
18467,20131112,점심식사2,"단무지,배추김치,쌀밥(반공기),야채샐러드,옥수수스프,푸실리샐러드,함박스테이크"
18468,20131113,아침식사,"갈치구이,누룽지,땅콩조림,배추김치,쌀밥,우유,월동초겉절이,호박새우젓국"
18469,20131113,아침식사2,"브로컬리스프,식빵&모닝빵,야채샐러드,저지방우유,콘후레이크"
18470,20131113,점심식사,"도라지잔파무침,무오이초(수),배추김치,북어무국,소세지파세리전,쌀밥,안동찜닭"
18471,20131113,저녁식사,"고추참치야채볶음,깍두기(손칼),꽃게된장국,쇠고기우엉채조림,쌀밥,치커리사과생채"
18472,20131113,점심식사2,"모듬볼튀김(오미새),무오이초(수),배추김치,브로컬리스프,쌀밥(반공기),야채샐러드,치즈함박스테이크&데미"
18473,20131114,아침식사,"고구마간장조림,누룽지,배추김치,쇠고기콩나물국,쌀밥,어묵고추장볶음,우유,컬리플라워피망볶음"
18474,20131114,아침식사2,"식빵&모닝빵,야채샐러드,크림스프,햄구이,화인쿨"
18475,20131114,점심식사,"노란호박전,돈등뼈감자탕,석박지,쌀밥,오징어브로콜리무침,풋고추.당근쌈장"
18476,20131114,저녁식사,"단무지,모듬튀김,배추김치,쌀밥,우동"
18477,20131114,점심식사2,"깍두기(손칼),돈까스,쌀밥(반공기),야채샐러드,줄무늬감자튀김,크림스프,피클"
18478,20131115,아침식사,"가자미구이,누룽지,배추김치,상추팽이겉절이,쌀밥,연두부양념장,우유,조랭이떡국"
18479,20131115,아침식사2,"당근스프,식빵&모닝빵,야채샐러드,저지방우유,콘후레이크"
18480,20131115,점심식사,"계란찜,깍두기(손칼),대구지리,돈육야채볶음,쌀밥,오이깍두기,콩나물무침"
18481,20131115,저녁식사,"김치국,깍두기(손칼),두부찌개,삼치구이&데리야끼소스,시금치나물,쌀밥"
18482,20131115,점심식사2,"단무지,미소된장국,배추김치,실곤약초장무침,파닭,해물볶음밥"
18483,20131116,아침식사,"누룽지,돌나물오이겉절이,멸치초무침,배추김치,쇠고기야채볶음,쌀밥,열무된장국,우유"
18484,20131116,아침식사2,"식빵&모닝빵,야채샐러드,양송이스프(경양식),피크닉"
18485,20131116,점심식사,"닭불고기(180),배추김치,쌀밥,아기볼조랭이떡조림,양배추,다시마쌈,오징어무국,파절이(콩나물.양파.대파)"
18486,20131116,저녁식사,"동그랑땡조림,물파래무무침,석박지,쌀밥,육개장"
18487,20131116,점심식사2,"감자오이샐러드,모듬커틀렛(치,새),배추김치,쌀밥(반공기),양송이스프(경양식),피클,훈제오리샐러드"
18488,20131117,아침식사,"깐마늘고추장무침,꽃게매운탕,누룽지,돈육두부조림,배추김치,숙주나물,쌀밥,우유"
18489,20131117,아침식사2,"식빵&모닝빵,야채샐러드,크림스프,화인쿨"
18490,20131117,점심식사,"들깨무채국,배추김치,보리멸구이,쌀밥,어묵김치찌개,참나물겉절이,해파리냉채"
18491,20131117,저녁식사,"닭조림(토막),배추김치,새송이피망볶음,쌀밥,청경채겉절이,콩가루배추국"
18492,20131117,점심식사2,"단무지,돈까스,멕시칸샐러드,배추김치,쌀밥(반공기),옥수수샐러드(마),크림스프(경양식)"
18493,20131118,아침식사,"누룽지,동태무조림,배추김치,새송이피망볶음,쌀밥,우거지된장찌개,우유,월동초겉절이"
18494,20131118,아침식사2,"그린스프(경양식),스크램블에그(경양식),식빵&모닝빵,야채샐러드,피크닉"
18495,20131118,점심식사,"감자조림,깍두기(손칼),날치알김치덮밥,요구르트,케이준치킨샐러드,콩나물무침,팽이맑은국"
18496,20131118,저녁식사,"건파래볶음,고등어구이,배추김치,비엔나케찹볶음,쇠고기무국,쌀밥"
18497,20131118,점심식사2,"감자튀김(반달),그린스프(경양식),깍두기(손칼),쌀밥(반공기),야채샐러드,치즈함박스테이크&데미,피클"
18498,20131119,아침식사,"꽁치무조림,누룽지,배추김치,순두부백탕&양념장,쌀밥,연근조림,우유,청경채겉절이"
18499,20131119,아침식사2,"검은콩우유,식빵&모닝빵,야채샐러드,크림스프,햄구이"
18500,20131119,점심식사,"돈육바베큐소스,멸치꽈리조림,배추김치,숙주삼색나물,쌀밥,오이,당근,쌈장2,홍합미역국"
18501,20131119,저녁식사,"단무지잔파무침,매운장칼국수,배추겉절이,쌀밥(반공기),어묵간장조림,찐만두"
18502,20131119,점심식사2,"단무지,더운야채,돈까스,배추김치,쌀밥(반공기),야채샐러드,크림스프"
18503,20131120,아침식사,"누룽지,무생채(미나리),배추김치,쌀밥,애느타리버섯전,열무된장국,우유,제육콩나물볶음"
18504,20131120,아침식사2,"식빵&모닝빵,야채샐러드,옥수수스프,화인쿨"
18505,20131120,점심식사,"갈치무조림,계란찜,마늘쫑무침,배추김치,쌀밥,육개장"
18506,20131120,저녁식사,"깻잎양념절임,배추김치,소방어소금구이,쌀밥,콩나물국,후랑크야채볶음"
18507,20131120,점심식사2,"단무지,떡볶이,부추전,순대&쌈장,유부된장국,잔멸치주먹밥"
18508,20131121,아침식사,"김치볶음,누룽지,두부된장찌개,생김구이&양념장,쌀밥,우유,월동초겉절이,조기구이"
18509,20131121,아침식사2,"식빵&모닝빵,야채샐러드,저지방우유,콘후레이크,크림스프"
18510,20131121,점심식사,"깍두기(손칼),깐풍기,단배추된장국,멸치해바라기씨조림,오이쑥갓무침,카레라이스"
18511,20131121,저녁식사,"단무지,배추김치,야채튀김(쑥갓),오징어회비빔밥,유부된장국"
18512,20131121,점심식사2,"고구마으깸,단무지,배추김치,쌀밥(반공기),야채샐러드,조랭이함박,크림스프"
18513,20131122,아침식사,"갈비산적간장조림,단호박죽,미역국,배추김치,쌀밥,우유,진미고추장무침,컬리플라워피망볶음"
18514,20131122,아침식사2,"딸기&쵸코우유,식빵&모닝빵,야채샐러드,야채스프"
18515,20131122,점심식사,"곰탕,두부조림,생양파,석박지,쌀밥,풋고추,쌈장"
18516,20131122,저녁식사,"김치국,깍두기(손칼),돈육야채볶음,쌀밥,참나물겉절이,호박나물"
18517,20131122,점심식사2,"단무지,마카로니샐러드,배추김치,쌀밥,야채샐러드,유부된장국,해물야끼우동"
18518,20131123,아침식사,"누룽지,닭곰탕,맛쥐포조림,부추겉절이,석박지,쌀밥,어묵양파볶음,우유"
18519,20131123,아침식사2,"식빵&모닝빵,야채샐러드,크림스프,피크닉"
18520,20131123,점심식사,"미역줄기초고추장무침,배추김치,쇠고기가지볶음,쌀밥,잡채(돈육),치커리사과생채,콩나물국"
18521,20131123,저녁식사,"건새우마늘쫑볶음,닭간장조림,배추김치,시금치겉절이,쌀밥,어묵무국"
18522,20131123,점심식사2,"감자튀김(맛),깍두기(손칼),돈까스,쌀밥(반공기),야채샐러드,크림스프,피클"
18523,20131124,아침식사,"가자미양념장구이,누룽지,떡국,맛살꽈리조림,배추김치,쌀밥,우유,해초샐러드"
18524,20131124,아침식사2,"당근스프,두유,식빵&모닝빵,야채샐러드"
18525,20131124,점심식사,"감자채피망볶음 ,낙지오징어볶음,배추김치,북어무국,쌀밥,오복채무침,탕수육"
18526,20131124,저녁식사,"꽁치무조림,돌나물겉절이,들깨미역국,메추리알마늘조림,배추김치,쌀밥"
18527,20131124,점심식사2,"단무지,당근스프,배추김치,쌀밥(반공기),야채샐러드,조랭이떡사과샐러드,치즈함박스테이크&데미"
18528,20131125,아침식사,"누룽지,돈육애느타리버섯볶음,배추김치,쌀밥,연근땅콩조림,오이생채,우유,콩가루배추국"
18529,20131125,아침식사2,"스크램블에그(경양식),식빵&모닝빵,야채샐러드,옥수수스프(경양식),피크닉"
18530,20131125,점심식사,"계란후라이,동태무조림,배추김치,비빔밥(표고),재첩국"
18531,20131125,저녁식사,"모듬볼튀김(오미새),미소된장국,배추김치,야채샐러드,오므라이스"
18532,20131125,점심식사2,"단무지,배추김치,식빵&딸기잼,쌀밥(반공기),야채샐러드,옥수수스프(경양식),치즈돈까스"
18533,20131126,아침식사,"계란파국,누룽지,두부구이.양념장,배추김치,쌀밥,오징어야채볶음,우유,콩나물무침"
18534,20131126,아침식사2,"식빵&모닝빵,야채샐러드,저지방우유,콘후레이크,크림스프(경양식)"
18535,20131126,점심식사,"김말이&춘권튀김,단무지,무순된장국,배추김치,비타민귤샐러드,쌀밥,해물야끼우동"
18536,20131126,저녁식사,"깍두기(손칼),닭살순대고추장볶음,돌나물레몬생채,쌀밥,열무된장국,진미양배추무침"
